Title,Schema and Value Categories
Identifier,5c36a810-4033-437d-af01-3ade820323bc
Modified,2018-11-20T22:04:58

Section,Schema,Description,Ordered
Column.Value,1655,42.82,
Column.Value,1656,42.88,
Column.Value,1657,42.89,
Column.Value,1658,42.93,
Column.Value,1659,42.95,
Column.Value,1660,42.98,
Column.Value,1661,43.02,
Column.Value,1662,43.05,
Column.Value,1663,43.07,
Column.Value,1664,43.16,
Column.Value,1665,43.19,
Column.Value,1666,43.23,
Column.Value,1667,43.24,
Column.Value,1668,43.32,
Column.Value,1669,43.34,
Column.Value,1670,43.35,
Column.Value,1671,43.39,
Column.Value,1672,43.41,
Column.Value,1673,43.43,
Column.Value,1674,43.47,
Column.Value,1675,43.54,
Column.Value,1676,43.58,
Column.Value,1677,43.63,
Column.Value,1678,43.65,
Column.Value,1679,43.69,
Column.Value,1680,43.74,
Column.Value,1681,43.78,
Column.Value,1682,43.8,
Column.Value,1683,43.82,
Column.Value,1684,43.83,
Column.Value,1685,43.94,
Column.Value,1686,43.95,
Column.Value,1687,44.02,
Column.Value,1688,44.08,
Column.Value,1689,44.1,
Column.Value,1690,44.15,
Column.Value,1691,44.16,
Column.Value,1692,44.17,
Column.Value,1693,44.18,
Column.Value,1694,44.19,
Column.Value,1695,44.2,
Column.Value,1696,44.22,
Column.Value,1697,44.24,
Column.Value,1698,44.3,
Column.Value,1699,44.37,
Column.Value,1700,44.38,
Column.Value,1701,44.39,
Column.Value,1702,44.43,
Column.Value,1703,44.47,
Column.Value,1704,44.53,
Column.Value,1705,44.64,
Column.Value,1706,44.65,
Column.Value,1707,44.67,
Column.Value,1708,44.68,
Column.Value,1709,44.7,
Column.Value,1710,44.71,
Column.Value,1711,44.72,
Column.Value,1712,44.73,
Column.Value,1713,44.76,
Column.Value,1714,44.78,
Column.Value,1715,44.79,
Column.Value,1716,44.8,
Column.Value,1717,44.86,
Column.Value,1718,44.9,
Column.Value,1719,44.95,
Column.Value,1720,44.97,
Column.Value,1721,44.98,
Column.Value,1722,44.99,
Column.Value,1723,45.0,
Column.Value,1724,45.07,
Column.Value,1725,45.1,
Column.Value,1726,45.16,
Column.Value,1727,45.18,
Column.Value,1728,45.24,
Column.Value,1729,45.3,
Column.Value,1730,45.31,
Column.Value,1731,45.32,
Column.Value,1732,45.45,
Column.Value,1733,45.47,
Column.Value,1734,45.52,
Column.Value,1735,45.58,
Column.Value,1736,45.63,
Column.Value,1737,45.65,
Column.Value,1738,45.71,
Column.Value,1739,45.8,
Column.Value,1740,45.82,
Column.Value,1741,45.83,
Column.Value,1742,45.91,
Column.Value,1743,45.93,
Column.Value,1744,45.95,
Column.Value,1745,46.01,
Column.Value,1746,46.07,
Column.Value,1747,46.1,
Column.Value,1748,46.2,
Column.Value,1749,46.3,
Column.Value,1750,46.32,
Column.Value,1751,46.37,
Column.Value,1752,46.44,
Column.Value,1753,46.47,
Column.Value,1754,46.56,
Column.Value,1755,46.6,
Column.Value,1756,46.61,
Column.Value,1757,46.62,
Column.Value,1758,46.65,
Column.Value,1759,46.73,
Column.Value,1760,46.78,
Column.Value,1761,46.8,
Column.Value,1762,46.86,
Column.Value,1763,46.88,
Column.Value,1764,46.95,
Column.Value,1765,46.98,
Column.Value,1766,47.01,
Column.Value,1767,47.04,
Column.Value,1768,47.09,
Column.Value,1769,47.1,
Column.Value,1770,47.11,
Column.Value,1771,47.12,
Column.Value,1772,47.2,
Column.Value,1773,47.23,
Column.Value,1774,47.34,
Column.Value,1775,47.37,
Column.Value,1776,47.4,
Column.Value,1777,47.41,
Column.Value,1778,47.48,
Column.Value,1779,47.65,
Column.Value,1780,47.71,
Column.Value,1781,47.77,
Column.Value,1782,47.8,
Column.Value,1783,47.84,
Column.Value,1784,47.95,
Column.Value,1785,47.97,
Column.Value,1786,48.1,
Column.Value,1787,48.14,
Column.Value,1788,48.15,
Column.Value,1789,48.21,
Column.Value,1790,48.28,
Column.Value,1791,48.31,
Column.Value,1792,48.32,
Column.Value,1793,48.33,
Column.Value,1794,48.65,
Column.Value,1795,48.68,
Column.Value,1796,48.69,
Column.Value,1797,48.74,
Column.Value,1798,48.76,
Column.Value,1799,48.88,
Column.Value,1800,48.98,
Column.Value,1801,49.02,
Column.Value,1802,49.08,
Column.Value,1803,49.09,
Column.Value,1804,49.15,
Column.Value,1805,49.17,
Column.Value,1806,49.26,
Column.Value,1807,49.28,
Column.Value,1808,49.44,
Column.Value,1809,49.5,
Column.Value,1810,49.59,
Column.Value,1811,49.6,
Column.Value,1812,49.61,
Column.Value,1813,49.69,
Column.Value,1814,49.91,
Column.Value,1815,49.98,
Column.Value,1816,50.02,
Column.Value,1817,50.06,
Column.Value,1818,50.07,
Column.Value,1819,50.12,
Column.Value,1820,50.22,
Column.Value,1821,50.36,
Column.Value,1822,50.4,
Column.Value,1823,50.5,
Column.Value,1824,50.6,
Column.Value,1825,50.61,
Column.Value,1826,50.62,
Column.Value,1827,50.7,
Column.Value,1828,50.82,
Column.Value,1829,50.98,
Column.Value,1830,51.01,
Column.Value,1831,51.04,
Column.Value,1832,51.22,
Column.Value,1833,51.38,
Column.Value,1834,51.59,
Column.Value,1835,51.74,
Column.Value,1836,51.8,
Column.Value,1837,51.9,
Column.Value,1838,51.92,
Column.Value,1839,52.21,
Column.Value,1840,52.41,
Column.Value,1841,52.42,
Column.Value,1842,52.48,
Column.Value,1843,52.63,
Column.Value,1844,52.82,
Column.Value,1845,53.01,
Column.Value,1846,53.04,
Column.Value,1847,53.07,
Column.Value,1848,53.15,
Column.Value,1849,53.16,
Column.Value,1850,53.31,
Column.Value,1851,53.33,
Column.Value,1852,53.37,
Column.Value,1853,53.62,
Column.Value,1854,53.65,
Column.Value,1855,53.94,
Column.Value,1856,53.98,
Column.Value,1857,53.99,
Column.Value,1858,54.19,
Column.Value,1859,54.29,
Column.Value,1860,54.36,
Column.Value,1861,55.1,
Column.Value,1862,55.21,
Column.Value,1863,56.23,
Column.Value,1864,56.45,
Column.Value,1865,56.46,
Column.Value,1866,56.93,
Column.Value,1867,57.04,
Column.Value,1868,57.73,
Column.Value,1869,58.11,
Column.Value,1870,58.12,
Column.Value,1871,58.59,
Column.Value,1872,59.21,
Column.Value,1873,59.23,
Column.Value,1874,59.67,
Column.Value,1875,59.98,
Column.Value,1876,60.39,
Column.Value,1877,60.42,
Column.Value,1878,60.74,
Column.Value,1879,61.85,
Column.Value,1880,62.43,
Column.Value,1881,62.6,
Column.Value,1882,63.73,
Column.Value,1883,64.92,
Column.Value,1884,67.48,
Column.Value,1885,68.98,
Column.Value,1886,71.22,
Column.Value,1887,82.47,
Column.Value,1888,88.47,
Column.Value,1889,111.57,
Table.Column,dmc6b_p1,MAIN RSN TREATED UNFAIRLY GET MED. CARE (PUF 1 YR RECODE),true
Column.Value,0,PROXY SKIPPED,
Column.Value,1,INAPPLICABLE,
Column.Value,2,ANCESTRY OR NATIONAL ORIGIN,
Column.Value,3,GENDER OR SEX,
Column.Value,4,RACE OR SKIN COLOR,
Column.Value,5,AGE,
Column.Value,6,"WAY SPEAK ENGLISH, OTHER COMMUNICATION BARRIERS",
Column.Value,7,INCOME OR EDUCATION LEVEL,
Column.Value,8,DISSATISFACTION WITH HEALTH CARE SYSTEM OR PROVIDER,
Column.Value,9,WEIGHT STATUS,
Column.Value,10,"HEALTH OR PSYCHOLOGICAL CONDITION, DISABILITY",
Column.Value,11,INSURANCE STATUS OR TYPE,
Column.Value,12,OTHER PERSONAL CHARACTERISTICS OR APPEARANCE,
Column.Value,13,OTHER REASON,
Column.Value,14,"NOT SURE, DOESN'T REMEMBER, DID NOT PROVIDE REASON",
Table.Column,dstrs_p1,SERIOUS PSYCHOLOGICAL DISTRESS (PUF 1 YR RECODE),true
Column.Value,0,PROXY SKIPPED,
Column.Value,1,0.0,
Column.Value,2,1.0,
Column.Value,3,2.0,
Column.Value,4,3.0,
Column.Value,5,4.0,
Column.Value,6,5.0,
Column.Value,7,6.0,
Column.Value,8,7.0,
Column.Value,9,8.0,
Column.Value,10,9.0,
Column.Value,11,10.0,
Column.Value,12,11.0,
Column.Value,13,12.0,
Column.Value,14,13.0,
Column.Value,15,14.0,
Column.Value,16,15.0,
Column.Value,17,16.0,
Column.Value,18,17.0,
Column.Value,19,18.0,
Column.Value,20,19.0,
Column.Value,21,20.0,
Column.Value,22,21+,
Table.Column,famsize2_p1,FAMILY SIZE: INCL. ALL SUPT'D BY HH INCOME (PUF 1 YR RECODE),
Table.Column,famtyp_p,FAMILY TYPE (PUF RECODE),true
Column.Value,0,"SINGLE ADULT, 21+",
Column.Value,1,"SINGLE YOUNG ADULT, 19-20",
Column.Value,2,"MARRIED, NO KIDS",
Column.Value,3,MARRIED WITH KIDS,
Column.Value,4,SINGLE WITH KIDS,
Column.Value,5,SINGLE 18 YEARS OLD,
Table.Column,hghti_p,HEIGHT: INCHES (PUF RECODE),true
Column.Value,0,42.0,
Column.Value,1,43.0,
Column.Value,2,44.0,
Column.Value,3,45.0,
Column.Value,4,46.0,
Column.Value,5,47.0,
Column.Value,6,48.0,
Column.Value,7,49.0,
Column.Value,8,50.0,
Column.Value,9,51.0,
Column.Value,10,52.0,
Column.Value,11,53.0,
Column.Value,12,54.0,
Column.Value,13,55.0,
Column.Value,14,56.0,
Column.Value,15,57.0,
Column.Value,16,58.0,
Column.Value,17,59.0,
Column.Value,18,60.0,
Column.Value,19,61.0,
Column.Value,20,62.0,
Column.Value,21,63.0,
Column.Value,22,64.0,
Column.Value,23,65.0,
Column.Value,24,66.0,
Column.Value,25,67.0,
Column.Value,26,68.0,
Column.Value,27,69.0,
Column.Value,28,70.0,
Column.Value,29,71.0,
Column.Value,30,72.0,
Column.Value,31,73.0,
Column.Value,32,74.0,
Column.Value,33,75.0,
Column.Value,34,76.0,
Column.Value,35,77.0,
Table.Column,hghtm_p,HEIGHT: METERS (PUF RECODE),true
Column.Value,0,1.1,
Column.Value,1,1.12,
Column.Value,2,1.14,
Column.Value,3,1.17,
Column.Value,4,1.18,
Column.Value,5,1.19,
Column.Value,6,1.2,
Column.Value,7,1.21,
Column.Value,8,1.22,
Column.Value,9,1.23,
Column.Value,10,1.24,
Column.Value,11,1.25,
Column.Value,12,1.27,
Column.Value,13,1.28,
Column.Value,14,1.29,
Column.Value,15,1.3,
Column.Value,16,1.31,
Column.Value,17,1.32,
Column.Value,18,1.33,
Column.Value,19,1.34,
Column.Value,20,1.35,
Column.Value,21,1.36,
Column.Value,22,1.37,
Column.Value,23,1.38,
Column.Value,24,1.39,
Column.Value,25,1.4,
Column.Value,26,1.42,
Column.Value,27,1.43,
Column.Value,28,1.44,
Column.Value,29,1.45,
Column.Value,30,1.46,
Column.Value,31,1.47,
Column.Value,32,1.48,
Column.Value,33,1.49,
Column.Value,34,1.5,
Column.Value,35,1.51,
Column.Value,36,1.52,
Column.Value,37,1.53,
Column.Value,38,1.54,
Column.Value,39,1.55,
Column.Value,40,1.56,
Column.Value,41,1.57,
Column.Value,42,1.58,
Column.Value,43,1.59,
Column.Value,44,1.6,
Column.Value,45,1.61,
Column.Value,46,1.62,
Column.Value,47,1.63,
Column.Value,48,1.64,
Column.Value,49,1.65,
Column.Value,50,1.66,
Column.Value,51,1.67,
Column.Value,52,1.68,
Column.Value,53,1.69,
Column.Value,54,1.7,
Column.Value,55,1.71,
Column.Value,56,1.72,
Column.Value,57,1.73,
Column.Value,58,1.74,
Column.Value,59,1.75,
Column.Value,60,1.76,
Column.Value,61,1.77,
Column.Value,62,1.78,
Column.Value,63,1.79,
Column.Value,64,1.8,
Column.Value,65,1.81,
Column.Value,66,1.82,
Column.Value,67,1.83,
Column.Value,68,1.85,
Column.Value,69,1.87,
Column.Value,70,1.88,
Column.Value,71,1.89,
Column.Value,72,1.9,
Column.Value,73,1.91,
Column.Value,74,1.93,
Column.Value,75,1.94,
Column.Value,76,1.95,
Table.Column,hhsize_p1,HOUSEHOLD SIZE (PUF 1 YR RECODE),true
Column.Value,0,1.0,
Column.Value,1,2.0,
Column.Value,2,3.0,
Column.Value,3,4.0,
Column.Value,4,5.0,
Column.Value,5,6.0,
Column.Value,6,7.0,
Column.Value,7,8.0,
Column.Value,8,9.0,
Column.Value,9,10.0,
Table.Column,ins64s_p,SPOUSE'S CURRENT HEALTH COVG - < 65 YRS (PUF RECODE),true
Column.Value,0,SKIPPED - AGE >= 65,
Column.Value,1,UNINSURED,
Column.Value,2,MEDI-CAL (MEDICAID),
Column.Value,3,MEDICARE,
Column.Value,4,EMPLOYMENT-BASED,
Column.Value,5,PRIVATELY PURCHASED,
Column.Value,6,CHIP/OTHER PUBLIC PRGM,
Table.Column,ins64_p,CURRENT HEALTH COVERAGE - < 65 YRS (PUF RECODE),true
Column.Value,0,SKIPPED - AGE >= 65,
Column.Value,1,UNINSURED,
Column.Value,2,MEDI-CAL (MEDICAID),
Column.Value,3,MEDICARE,
Column.Value,4,EMPLOYMENT-BASED,
Column.Value,5,PRIVATELY PURCHASED,
Column.Value,6,CHIP/OTHER PUBLIC PRGM,
Table.Column,intvlngc_p1,LANGUAGE OF INTERVIEW (PUF 1 YR RECODE),true
Column.Value,0,ENGLISH,
Column.Value,1,SPANISH,
Column.Value,2,OTHER LANGUAGE,
Table.Column,lnghm_p1,LANGUAGE SPOKEN AT HOME (PUF 1 YR RECODE),true
Column.Value,0,ENGLISH,
Column.Value,1,SPANISH,
Column.Value,2,CHINESE,
Column.Value,3,VIETNAMESE,
Column.Value,4,KOREAN,
Column.Value,5,OTHER ONE LANGUAGE ONLY,
Column.Value,6,ENGLISH & SPANISH,
Column.Value,7,ENGLISH & CHINESE,
Column.Value,8,ENGLISH & EUROPEAN LANGUAGE,
Column.Value,9,ENGLISH  & ANOTHER ASIAN LANGUAGE,
Column.Value,10,ENGLISH & ONE OTHER LANGUAGE,
Column.Value,11,OTHER LANGUAGES (2+),
Table.Column,ombsrr_p1,OMB/CURRENT DOF RACE - ETHNICITY (PUF 1 YR RECODE),true
Column.Value,0,HISPANIC,
Column.Value,1,"WHITE, NON-HISPANIC (NH)",
Column.Value,2,"AFRICAN AMERICAN ONLY, NOT HISPANIC",
Column.Value,3,"AMERICAN INDIAN/ALASKAN NATIVE ONLY, NH",
Column.Value,4,"ASIAN ONLY, NH",
Column.Value,5,OTHER/TWO OR MORE RACES,
Table.Column,pctlf_p,PERCENT LIFE IN US (PUF RECODE),true
Column.Value,0,0-20,
Column.Value,1,21-40,
Column.Value,2,41-60,
Column.Value,3,61-80,
Column.Value,4,81+,
Table.Column,racecn_p1,RACE - CENSUS 2000 DEFINITION (PUF 1 YR RECODE),true
Column.Value,0,OTHER SINGLE RACE,
Column.Value,1,AMERICAN INDIAN/ALASKAN NATIVE,
Column.Value,2,ASIAN,
Column.Value,3,AFRICAN AMERICAN,
Column.Value,4,WHITE,
Column.Value,5,MORE THAN ONE RACE,
Table.Column,racedf_p1,FORMER DOF RACE - ETHNICITY (PUF 1 YR RECODE),true
Column.Value,0,LATINO,
Column.Value,1,"NON-LATINO OTHER, ONE RACE",
Column.Value,2,NON-LATINO AMERICAN INDIAN/ALASKAN NATIVE,
Column.Value,3,NON-LATINO ASIAN,
Column.Value,4,NON-LATINO AFR. AMER.,
Column.Value,5,NON-LATINO WHITE,
Column.Value,6,"NON-LATINO, TWO+ RACES",
Table.Column,racehp2_p1,"RACE - UCLA CHPR DEFINITION, UNABRIDGED (PUF 1 YR RECODE)",true
Column.Value,0,LATINO,
Column.Value,1,OTHER SINGLE/MULTIPLE RACE,
Column.Value,2,AMERICAN INDIAN/ALASKA NATIVE,
Column.Value,3,ASIAN,
Column.Value,4,AFRICAN AMERICAN,
Column.Value,5,WHITE,
Table.Column,srage_p1,SELF-REPORTED AGE (PUF 1 YR RECODE),true
Column.Value,0,18-25 YEARS,
Column.Value,1,26-29 YEARS,
Column.Value,2,30-34 YEARS,
Column.Value,3,35-39 YEARS,
Column.Value,4,40-44 YEARS,
Column.Value,5,45-49 YEARS,
Column.Value,6,50-54 YEARS,
Column.Value,7,55-59 YEARS,
Column.Value,8,60-64 YEARS,
Column.Value,9,65-69 YEARS,
Column.Value,10,70-74 YEARS,
Column.Value,11,75-79 YEARS,
Column.Value,12,80-84 YEARS,
Column.Value,13,85+ YEARS,
Table.Column,wghtk_p,WEIGHT: KG (PUF RECODE),true
Column.Value,0,41.0,
Column.Value,1,41.28,
Column.Value,2,41.73,
Column.Value,3,42.18,
Column.Value,4,42.64,
Column.Value,5,42.95,
Column.Value,6,43.09,
Column.Value,7,43.54,
Column.Value,8,44.0,
Column.Value,9,44.45,
Column.Value,10,44.74,
Column.Value,11,44.91,
Column.Value,12,45.0,
Column.Value,13,45.35,
Column.Value,14,45.36,
Column.Value,15,45.81,
Column.Value,16,46.27,
Column.Value,17,46.72,
Column.Value,18,46.92,
Column.Value,19,46.96,
Column.Value,20,47.13,
Column.Value,21,47.17,
Column.Value,22,47.63,
Column.Value,23,48.0,
Column.Value,24,48.04,
Column.Value,25,48.08,
Column.Value,26,48.09,
Column.Value,27,48.31,
Column.Value,28,48.51,
Column.Value,29,48.53,
Column.Value,30,48.99,
Column.Value,31,49.0,
Column.Value,32,49.44,
Column.Value,33,49.9,
Column.Value,34,50.0,
Column.Value,35,50.22,
Column.Value,36,50.35,
Column.Value,37,50.8,
Column.Value,38,50.85,
Column.Value,39,50.97,
Column.Value,40,51.0,
Column.Value,41,51.26,
Column.Value,42,51.52,
Column.Value,43,51.71,
Column.Value,44,52.0,
Column.Value,45,52.04,
Column.Value,46,52.16,
Column.Value,47,52.18,
Column.Value,48,52.23,
Column.Value,49,52.62,
Column.Value,50,52.85,
Column.Value,51,53.0,
Column.Value,52,53.07,
Column.Value,53,53.52,
Column.Value,54,53.98,
Column.Value,55,54.0,
Column.Value,56,54.18,
Column.Value,57,54.2,
Column.Value,58,54.43,
Column.Value,59,54.68,
Column.Value,60,54.88,
Column.Value,61,55.0,
Column.Value,62,55.01,
Column.Value,63,55.04,
Column.Value,64,55.12,
Column.Value,65,55.34,
Column.Value,66,55.7,
Column.Value,67,55.79,
Column.Value,68,56.0,
Column.Value,69,56.03,
Column.Value,70,56.25,
Column.Value,71,56.27,
Column.Value,72,56.7,
Column.Value,73,56.74,
Column.Value,74,57.0,
Column.Value,75,57.15,
Column.Value,76,57.44,
Column.Value,77,57.52,
Column.Value,78,57.55,
Column.Value,79,57.6,
Column.Value,80,57.61,
Column.Value,81,57.88,
Column.Value,82,58.0,
Column.Value,83,58.06,
Column.Value,84,58.18,
Column.Value,85,58.26,
Column.Value,86,58.47,
Column.Value,87,58.51,
Column.Value,88,58.97,
Column.Value,89,59.42,
Column.Value,90,59.45,
Column.Value,91,59.46,
Column.Value,92,59.52,
Column.Value,93,59.55,
Column.Value,94,59.61,
Column.Value,95,59.87,
Column.Value,96,60.0,
Column.Value,97,60.13,
Column.Value,98,60.29,
Column.Value,99,60.33,
Column.Value,100,60.49,
Column.Value,101,60.63,
Column.Value,102,60.78,
Column.Value,103,60.93,
Column.Value,104,61.0,
Column.Value,105,61.23,
Column.Value,106,61.24,
Column.Value,107,61.46,
Column.Value,108,61.47,
Column.Value,109,61.53,
Column.Value,110,61.57,
Column.Value,111,61.69,
Column.Value,112,61.87,
Column.Value,113,62.0,
Column.Value,114,62.14,
Column.Value,115,62.6,
Column.Value,116,62.68,
Column.Value,117,62.82,
Column.Value,118,63.0,
Column.Value,119,63.05,
Column.Value,120,63.33,
Column.Value,121,63.48,
Column.Value,122,63.49,
Column.Value,123,63.5,
Column.Value,124,63.61,
Column.Value,125,63.62,
Column.Value,126,63.77,
Column.Value,127,63.96,
Column.Value,128,64.0,
Column.Value,129,64.31,
Column.Value,130,64.41,
Column.Value,131,64.52,
Column.Value,132,64.61,
Column.Value,133,64.63,
Column.Value,134,64.86,
Column.Value,135,64.87,
Column.Value,136,64.89,
Column.Value,137,65.0,
Column.Value,138,65.31,
Column.Value,139,65.32,
Column.Value,140,65.77,
Column.Value,141,65.82,
Column.Value,142,65.97,
Column.Value,143,66.0,
Column.Value,144,66.22,
Column.Value,145,66.37,
Column.Value,146,66.49,
Column.Value,147,66.57,
Column.Value,148,66.65,
Column.Value,149,66.68,
Column.Value,150,66.93,
Column.Value,151,67.0,
Column.Value,152,67.07,
Column.Value,153,67.11,
Column.Value,154,67.13,
Column.Value,155,67.2,
Column.Value,156,67.37,
Column.Value,157,67.44,
Column.Value,158,67.46,
Column.Value,159,67.59,
Column.Value,160,67.7,
Column.Value,161,67.81,
Column.Value,162,67.91,
Column.Value,163,68.0,
Column.Value,164,68.04,
Column.Value,165,68.09,
Column.Value,166,68.11,
Column.Value,167,68.19,
Column.Value,168,68.3,
Column.Value,169,68.31,
Column.Value,170,68.44,
Column.Value,171,68.49,
Column.Value,172,68.78,
Column.Value,173,68.95,
Column.Value,174,69.0,
Column.Value,175,69.05,
Column.Value,176,69.4,
Column.Value,177,69.61,
Column.Value,178,69.68,
Column.Value,179,69.84,
Column.Value,180,69.85,
Column.Value,181,69.88,
Column.Value,182,70.0,
Column.Value,183,70.02,
Column.Value,184,70.18,
Column.Value,185,70.23,
Column.Value,186,70.31,
Column.Value,187,70.34,
Column.Value,188,70.53,
Column.Value,189,70.76,
Column.Value,190,70.87,
Column.Value,191,70.89,
Column.Value,192,70.92,
Column.Value,193,70.96,
Column.Value,194,71.0,
Column.Value,195,71.16,
Column.Value,196,71.21,
Column.Value,197,71.59,
Column.Value,198,71.67,
Column.Value,199,71.68,
Column.Value,200,71.98,
Column.Value,201,72.0,
Column.Value,202,72.12,
Column.Value,203,72.31,
Column.Value,204,72.36,
Column.Value,205,72.5,
Column.Value,206,72.57,
Column.Value,207,72.64,
Column.Value,208,72.7,
Column.Value,209,72.77,
Column.Value,210,72.78,
Column.Value,211,73.0,
Column.Value,212,73.01,
Column.Value,213,73.03,
Column.Value,214,73.48,
Column.Value,215,73.78,
Column.Value,216,73.94,
Column.Value,217,74.0,
Column.Value,218,74.39,
Column.Value,219,74.43,
Column.Value,220,74.76,
Column.Value,221,74.84,
Column.Value,222,75.0,
Column.Value,223,75.3,
Column.Value,224,75.45,
Column.Value,225,75.7,
Column.Value,226,75.75,
Column.Value,227,76.0,
Column.Value,228,76.2,
Column.Value,229,76.21,
Column.Value,230,76.33,
Column.Value,231,76.34,
Column.Value,232,76.39,
Column.Value,233,76.66,
Column.Value,234,76.69,
Column.Value,235,77.0,
Column.Value,236,77.11,
Column.Value,237,77.5,
Column.Value,238,77.56,
Column.Value,239,78.0,
Column.Value,240,78.02,
Column.Value,241,78.47,
Column.Value,242,78.84,
Column.Value,243,78.89,
Column.Value,244,78.93,
Column.Value,245,78.99,
Column.Value,246,79.0,
Column.Value,247,79.22,
Column.Value,248,79.38,
Column.Value,249,79.41,
Column.Value,250,79.78,
Column.Value,251,79.83,
Column.Value,252,79.87,
Column.Value,253,79.94,
Column.Value,254,80.0,
Column.Value,255,80.05,
Column.Value,256,80.08,
Column.Value,257,80.26,
Column.Value,258,80.29,
Column.Value,259,80.36,
Column.Value,260,80.74,
Column.Value,261,80.87,
Column.Value,262,80.94,
Column.Value,263,81.0,
Column.Value,264,81.03,
Column.Value,265,81.13,
Column.Value,266,81.19,
Column.Value,267,81.2,
Column.Value,268,81.3,
Column.Value,269,81.65,
Column.Value,270,81.85,
Column.Value,271,82.0,
Column.Value,272,82.1,
Column.Value,273,82.19,
Column.Value,274,82.55,
Column.Value,275,83.0,
Column.Value,276,83.01,
Column.Value,277,83.17,
Column.Value,278,83.39,
Column.Value,279,83.46,
Column.Value,280,83.91,
Column.Value,281,83.94,
Column.Value,282,84.0,
Column.Value,283,84.13,
Column.Value,284,84.37,
Column.Value,285,84.53,
Column.Value,286,84.82,
Column.Value,287,85.0,
Column.Value,288,85.12,
Column.Value,289,85.28,
Column.Value,290,85.51,
Column.Value,291,85.73,
Column.Value,292,86.18,
Column.Value,293,86.64,
Column.Value,294,86.68,
Column.Value,295,87.0,
Column.Value,296,87.09,
Column.Value,297,87.17,
Column.Value,298,87.54,
Column.Value,299,88.0,
Column.Value,300,88.4,
Column.Value,301,88.44,
Column.Value,302,88.45,
Column.Value,303,88.9,
Column.Value,304,89.36,
Column.Value,305,89.38,
Column.Value,306,89.5,
Column.Value,307,89.68,
Column.Value,308,89.81,
Column.Value,309,90.0,
Column.Value,310,90.26,
Column.Value,311,90.27,
Column.Value,312,90.52,
Column.Value,313,90.57,
Column.Value,314,90.72,
Column.Value,315,90.74,
Column.Value,316,90.88,
Column.Value,317,91.0,
Column.Value,318,91.17,
Column.Value,319,91.63,
Column.Value,320,91.72,
Column.Value,321,92.0,
Column.Value,322,92.08,
Column.Value,323,92.52,
Column.Value,324,92.53,
Column.Value,325,92.99,
Column.Value,326,93.03,
Column.Value,327,93.44,
Column.Value,328,93.51,
Column.Value,329,93.89,
Column.Value,330,94.35,
Column.Value,331,94.8,
Column.Value,332,95.0,
Column.Value,333,95.04,
Column.Value,334,95.17,
Column.Value,335,95.25,
Column.Value,336,95.26,
Column.Value,337,95.71,
Column.Value,338,96.0,
Column.Value,339,96.16,
Column.Value,340,96.62,
Column.Value,341,96.88,
Column.Value,342,97.07,
Column.Value,343,97.52,
Column.Value,344,97.86,
Column.Value,345,97.98,
Column.Value,346,98.0,
Column.Value,347,98.43,
Column.Value,348,98.63,
Column.Value,349,98.88,
Column.Value,350,99.34,
Column.Value,351,99.59,
Column.Value,352,99.78,
Column.Value,353,99.79,
Column.Value,354,100.0,
Column.Value,355,100.24,
Column.Value,356,100.7,
Column.Value,357,101.15,
Column.Value,358,101.6,
Column.Value,359,102.06,
Column.Value,360,102.51,
Column.Value,361,102.97,
Column.Value,362,103.42,
Column.Value,363,103.87,
Column.Value,364,104.33,
Column.Value,365,104.78,
Column.Value,366,105.0,
Column.Value,367,105.23,
Column.Value,368,105.69,
Column.Value,369,106.14,
Column.Value,370,106.28,
Column.Value,371,106.59,
Column.Value,372,107.05,
Column.Value,373,107.5,
Column.Value,374,107.96,
Column.Value,375,108.0,
Column.Value,376,108.41,
Column.Value,377,108.86,
Column.Value,378,109.06,
Column.Value,379,109.32,
Column.Value,380,109.42,
Column.Value,381,109.77,
Column.Value,382,110.22,
Column.Value,383,110.62,
Column.Value,384,110.68,
Column.Value,385,111.13,
Column.Value,386,111.58,
Column.Value,387,112.04,
Column.Value,388,112.1,
Column.Value,389,112.49,
Column.Value,390,112.94,
Column.Value,391,113.4,
Column.Value,392,113.85,
Column.Value,393,114.31,
Column.Value,394,114.76,
Column.Value,395,114.96,
Column.Value,396,115.21,
Column.Value,397,115.67,
Column.Value,398,115.92,
Column.Value,399,116.12,
Column.Value,400,116.2,
Column.Value,401,116.57,
Column.Value,402,117.03,
Column.Value,403,117.48,
Column.Value,404,117.93,
Column.Value,405,118.39,
Column.Value,406,118.84,
Column.Value,407,119.29,
Column.Value,408,119.75,
Column.Value,409,120.0,
Column.Value,410,120.2,
Column.Value,411,120.66,
Column.Value,412,121.11,
Column.Value,413,121.56,
Column.Value,414,122.02,
Column.Value,415,122.47,
Column.Value,416,122.92,
Column.Value,417,123.38,
Column.Value,418,123.71,
Column.Value,419,123.83,
Column.Value,420,124.28,
Column.Value,421,124.74,
Column.Value,422,125.0,
Column.Value,423,125.19,
Column.Value,424,125.65,
Column.Value,425,126.0,
Column.Value,426,126.1,
Column.Value,427,126.55,
Column.Value,428,127.01,
Column.Value,429,127.46,
Column.Value,430,127.8,
Column.Value,431,127.91,
Column.Value,432,128.37,
Column.Value,433,128.82,
Column.Value,434,129.27,
Column.Value,435,129.73,
Column.Value,436,130.18,
Column.Value,437,130.63,
Column.Value,438,131.09,
Column.Value,439,131.54,
Column.Value,440,132.45,
Column.Value,441,132.9,
Column.Value,442,133.36,
Column.Value,443,133.81,
